id,gender,age_group,goc
4602,Men,Middle,High
4603,Women,Older,Low
4604,Women,Young,Mid
4605,Men,Middle,High
4606,Women,Older,Mid
4607,Women,Young,Low
4608,Women,Young,Low
4609,Women,Older,High
4610,Men,Middle,Mid
4611,Women,Older,Low
4612,Women,Young,Mid
4613,Women,Young,Mid
4614,Women,Older,High
4615,Women,Older,High
4616,Women,Young,Low
4617,Women,Young,High
4618,Women,Older,Low
4619,Women,Older,Mid
4620,Men,Middle,High
4621,Men,Middle,Low
4622,Men,Middle,High
4623,Women,Older,Mid
4624,Women,Young,Mid
4625,Men,Middle,Low
4626,Women,Older,Mid
4627,Men,Middle,Mid
4628,Men,Middle,Mid
4629,Women,Older,Mid
4630,Women,Young,High
4631,Women,Middle,High
4632,Women,Older,Mid
4633,Women,Young,Low
4634,Women,Young,Mid
4635,Women,Middle,Mid
4636,Women,Young,Low
4637,Women,Young,Low
4638,Women,Older,Low
4639,Women,Young,High
4640,Women,Older,Low
4641,Women,Middle,Mid
4642,Women,Older,Mid
4643,Women,Older,Mid
4644,Women,Young,Mid
4645,Women,Young,Mid
4646,Women,Young,Mid
4647,Women,Young,High
4648,Women,Older,Low
4649,Women,Young,High
4650,Men,Middle,Mid
4651,Women,Older,Mid
4652,Women,Young,Mid
4653,Women,Older,Low
4654,Women,Young,Low
4655,Women,Young,Low
4656,Women,Older,Low
4657,Women,Young,Mid
4658,Women,Middle,Low
4659,Men,Middle,Mid
4660,Women,Older,Mid
4661,Women,Older,Low
4662,Women,Older,Low
4663,Women,Middle,Low
4664,Women,Young,Mid
4665,Women,Young,Mid
4666,Men,Middle,Mid
4667,Women,Middle,Mid
4668,Women,Young,Mid
4669,Men,Middle,Mid
4670,Women,Older,High
4671,Women,Young,High
4672,Women,Middle,High
4673,Women,Older,Mid
4674,Women,Young,Low
4675,Men,Middle,Low
4676,Women,Older,Low
4677,Men,Middle,Low
4678,Women,Young,High
4679,Women,Older,Mid
4680,Women,Young,Mid
4681,Women,Young,High
4682,Women,Middle,Low
4683,Men,Middle,Low
4684,Women,Older,Mid
4685,Women,Middle,Low
4686,Women,Young,Mid
4687,Men,Middle,High
4688,Men,Middle,High
4689,Men,Middle,Low
4690,Women,Young,Mid
4691,Men,Middle,Mid
4692,Women,Young,Low
4693,Women,Older,Low
4694,Women,Older,Low
4695,Women,Older,Mid
4696,Women,Older,Mid
4697,Women,Older,Low
4698,Women,Older,Mid
4699,Men,Middle,Low
4700,Women,Young,Low
4701,Women,Older,Low
4702,Men,Middle,High
4703,Women,Young,Low
4704,Women,Older,Mid
4705,Women,Middle,Low
4706,Women,Older,Mid
4707,Women,Young,Mid
4708,Women,Young,Low
4709,Women,Older,Low
4710,Women,Young,High
4711,Men,Middle,Low
4712,Women,Middle,Low
4713,Women,Older,Mid
4714,Women,Middle,Mid
4715,Women,Young,Low
4716,Women,Older,Mid
4717,Women,Older,Low
4718,Men,Middle,Mid
4719,Women,Older,Low
4720,Women,Middle,High
4721,Women,Older,Mid
4722,Men,Middle,Mid
4723,Women,Older,Mid
4724,Women,Young,Mid
4725,Women,Young,Low
4726,Women,Older,Low
4727,Women,Young,Low
4728,Women,Older,High
4729,Women,Young,Low
4730,Women,Older,Low
4731,Women,Older,Mid
4732,Women,Young,Low
4733,Women,Older,Low
4734,Women,Older,Mid
4735,Women,Middle,Low
4736,Men,Middle,Low
4737,Women,Older,Mid
4738,Women,Older,High
4739,Women,Middle,Low
4740,Women,Older,Mid
4741,Women,Older,Low
4742,Women,Young,Mid
4743,Women,Older,Mid
4744,Women,Older,Mid
4745,Men,Middle,Low
4746,Women,Young,Low
4747,Women,Middle,Low
4748,Women,Older,High
4749,Men,Middle,Low
4750,Women,Young,Low
4751,Women,Young,Low
4752,Women,Older,Low
4753,Men,Middle,Low
4754,Women,Young,Low
4755,Women,Middle,Low
4756,Women,Older,Low
4757,Women,Older,Low
4758,Men,Middle,High
4759,Men,Middle,Mid
4760,Women,Older,Low
4761,Women,Older,High
4762,Women,Older,Mid
4763,Women,Older,Low
4764,Men,Middle,High
4765,Women,Middle,Mid
4766,Women,Older,Low
4767,Women,Older,Mid
4768,Women,Middle,Low
4769,Women,Older,Mid
4770,Women,Young,Mid
4771,Men,Middle,Mid
4772,Women,Older,Low
4773,Women,Young,Low
4774,Women,Older,High
4775,Women,Young,Mid
4776,Women,Young,Low
4777,Women,Young,Low
4778,Men,Middle,Low
4779,Women,Young,Low
4780,Women,Young,Low
4781,Women,Young,Low
4782,Women,Young,Mid
4783,Women,Young,Low
4784,Women,Young,Low
4785,Men,Middle,Mid
4786,Women,Middle,Low
4787,Women,Older,Low
4788,Women,Older,Low
4789,Women,Older,Mid
4790,Women,Middle,Mid
4791,Men,Middle,Low
4792,Women,Middle,Low
4793,Women,Middle,High
4794,Women,Young,Mid
4795,Women,Older,High
4796,Women,Middle,Low
4797,Women,Young,Mid
4798,Women,Young,Mid
4799,Women,Middle,Mid
4800,Women,Older,High
4801,Women,Older,High
4802,Women,Middle,Low
4803,Women,Older,Low
4804,Women,Older,Mid
4805,Women,Young,Low
4806,Men,Middle,Mid
4807,Women,Older,Low
4808,Women,Older,Mid
4809,Women,Young,Low
4810,Men,Middle,Mid
4811,Women,Older,Low
4812,Women,Older,Mid
4813,Women,Young,Low
4814,Women,Older,High
4815,Men,Middle,High
4816,Women,Young,Low
4817,Men,Middle,Low
4818,Women,Middle,Low
4819,Women,Young,High
4820,Women,Older,Low
4821,Women,Young,Mid
4822,Women,Young,Low
4823,Women,Young,Mid
4824,Women,Middle,Low
4825,Women,Young,Low
4826,Women,Young,Mid
4827,Women,Middle,Mid
4828,Women,Middle,Low
4829,Women,Older,Mid
4830,Women,Young,Mid
4831,Women,Older,Low
4832,Men,Middle,Low
4833,Women,Young,Low
4834,Men,Middle,Low
4835,Women,Older,High
4836,Women,Middle,Low
4837,Men,Middle,Low
4838,Women,Older,Mid
4839,Women,Young,Low
4840,Women,Middle,Mid
4841,Women,Older,High
4842,Women,Older,Low
4843,Men,Middle,Low
4844,Women,Young,Low
4845,Women,Young,Low
4846,Women,Older,Mid
4847,Women,Older,Mid
4848,Men,Middle,Low
4849,Women,Older,High
4850,Women,Young,Low
4851,Women,Older,High
4852,Women,Young,Low
4853,Women,Middle,Mid
4854,Women,Older,High
4855,Women,Middle,High
4856,Women,Middle,Low
4857,Women,Young,Low
4858,Women,Older,Mid
4859,Women,Older,Mid
4860,Women,Older,Mid
4861,Women,Older,Low
4862,Women,Older,High
4863,Men,Middle,Low
4864,Women,Older,Low
4865,Women,Middle,Mid
4866,Women,Older,High
4867,Women,Young,Mid
4868,Men,Middle,Low
4869,Men,Middle,Mid
4870,Women,Young,Low
4871,Men,Middle,Mid
4872,Women,Young,High
4873,Men,Middle,Mid
4874,Men,Middle,Mid
4875,Women,Middle,Mid
4876,Women,Older,Mid
4877,Women,Older,Mid
4878,Women,Older,Low
4879,Men,Middle,Low
4880,Women,Young,Mid
4881,Women,Older,Mid
4882,Women,Middle,Low
4883,Women,Older,Low
4884,Women,Young,Low
4885,Women,Middle,Low
4886,Women,Young,High
4887,Women,Young,Low
4888,Women,Older,Mid
4889,Women,Older,Low
4890,Women,Middle,Mid
4891,Women,Young,Low
4892,Men,Middle,Low
4893,Women,Young,Mid
4894,Women,Middle,Mid
4895,Men,Middle,High
4896,Women,Middle,Low
4897,Women,Young,Mid
4898,Women,Older,Mid
4899,Women,Older,Low
4900,Men,Middle,Mid
4901,Women,Young,Mid
4902,Women,Older,Mid
4903,Women,Young,Low
4904,Men,Middle,Mid
4905,Women,Older,Low
4906,Men,Middle,Mid
4907,Women,Young,Mid
4908,Women,Older,Mid
4909,Women,Older,Mid
4910,Women,Older,Mid
4911,Women,Young,High
4912,Women,Middle,High
4913,Women,Young,Low
4914,Men,Middle,Mid
4915,Women,Older,Low
4916,Men,Middle,Low
4917,Women,Middle,Low
4918,Women,Middle,Low
4919,Women,Middle,Low
4920,Women,Middle,Low
4921,Women,Older,Mid
4922,Women,Older,Mid
4923,Men,Middle,Low
4924,Men,Middle,High
4925,Women,Young,Low
4926,Men,Middle,Low
4927,Women,Young,Mid
4928,Women,Young,Low
4929,Women,Young,High
4930,Men,Middle,High
4931,Men,Middle,Low
4932,Women,Young,High
4933,Women,Older,Low
4934,Women,Young,Low
4935,Women,Young,Low
4936,Men,Middle,Mid
4937,Men,Middle,Mid
4938,Women,Young,High
4939,Men,Middle,Low
4940,Women,Young,Low
4941,Women,Young,Mid
4942,Women,Young,Low
4943,Women,Middle,Mid
4944,Women,Young,Low
4945,Women,Young,Low
4946,Women,Older,High
4947,Women,Young,Low
4948,Women,Young,Low
4949,Women,Middle,Mid
4950,Men,Middle,Mid
4951,Women,Older,Mid
4952,Women,Middle,Mid
4953,Women,Middle,Mid
4954,Women,Middle,Low
4955,Women,Older,High
4956,Men,Middle,High
4957,Women,Young,High
4958,Women,Young,Mid
4959,Women,Older,Mid
4960,Women,Young,Low
4961,Women,Older,Mid
4962,Women,Young,Low
4963,Women,Young,Low
4964,Women,Middle,Low
4965,Women,Older,Mid
4966,Women,Young,Low
4967,Women,Middle,Mid
4968,Women,Older,High
4969,Women,Middle,Low
4970,Women,Young,Low
4971,Women,Young,Mid
4972,Women,Young,Low
4973,Women,Young,Low
4974,Women,Middle,Low
4975,Women,Young,Low
4976,Women,Young,Low
4977,Men,Middle,Mid
4978,Women,Older,Mid
4979,Women,Middle,Low
4980,Women,Young,Low
4981,Women,Young,Low
4982,Women,Middle,Low
4983,Women,Older,Mid
4984,Women,Young,High
4985,Men,Middle,Low
4986,Women,Young,Mid
4987,Women,Young,High
4988,Women,Young,Low
4989,Men,Middle,Low
4990,Women,Older,Low
4991,Women,Middle,Low
4992,Women,Young,Low
4993,Men,Middle,High
4994,Women,Young,Low
4995,Men,Middle,Mid
4996,Women,Young,Mid
4997,Women,Older,Mid
4998,Women,Older,Low
4999,Men,Middle,Low
5000,Women,Older,Mid
5001,Women,Middle,Mid
5002,Women,Older,Low
5003,Men,Middle,Low
5004,Men,Middle,High
5005,Women,Middle,Mid
5006,Women,Older,Low
5007,Women,Young,Low
5008,Women,Older,High
5009,Men,Middle,High
5010,Women,Older,Low
5011,Women,Middle,High
5012,Women,Older,Mid
5013,Women,Young,Mid
5014,Women,Young,Mid
5015,Women,Young,Mid
5016,Men,Middle,Mid
5017,Women,Middle,High
5018,Men,Middle,Low
5019,Women,Older,Mid
5020,Women,Young,Low
5021,Women,Young,Low
5022,Women,Older,High
5023,Women,Young,Low
5024,Women,Young,Low
5025,Women,Middle,Mid
5026,Women,Older,Low
5027,Men,Middle,High
5028,Women,Older,Low
5029,Women,Older,Mid
5030,Women,Young,Low
5031,Women,Middle,Low
5032,Women,Middle,Low
5033,Women,Young,Low
5034,Women,Middle,Low
5035,Women,Young,Low
5036,Women,Middle,Low
5037,Women,Middle,Mid
5038,Women,Older,Low
5039,Women,Older,Mid
5040,Women,Older,Low
5041,Women,Older,Mid
5042,Women,Older,High
5043,Women,Older,Low
5044,Women,Middle,Mid
5045,Women,Older,Low
5046,Women,Older,Mid
5047,Men,Middle,Low
5048,Women,Older,High
5049,Women,Older,Mid
5050,Women,Young,Low
5051,Women,Middle,High
5052,Women,Young,Mid
5053,Women,Older,Low
5054,Women,Middle,Mid
5055,Men,Middle,Low
5056,Women,Older,Mid
5057,Women,Young,Low
5058,Women,Young,Mid
5059,Women,Older,Low
5060,Women,Young,Mid
5061,Women,Young,Mid
5062,Women,Young,Low
5063,Women,Young,Low
5064,Women,Middle,Low
5065,Women,Older,Mid
5066,Women,Young,Low
5067,Women,Middle,Low
5068,Men,Middle,Mid
5069,Women,Middle,Mid
5070,Women,Middle,Low
5071,Men,Middle,Low
5072,Women,Older,Mid
5073,Women,Older,Low
5074,Women,Young,Mid
5075,Women,Older,Mid
5076,Women,Young,Mid
5077,Men,Middle,High
5078,Women,Older,Mid
5079,Women,Middle,Mid
5080,Men,Middle,Low
5081,Women,Older,Low
5082,Women,Young,Low
5083,Women,Young,Mid
5084,Women,Older,Low
5085,Women,Older,High
5086,Women,Middle,Low
5087,Women,Older,High
5088,Women,Young,Low
5089,Men,Middle,Low
5090,Women,Older,Mid
5091,Women,Young,Low
5092,Women,Middle,Low
5093,Women,Older,Low
5094,Men,Middle,High
5095,Women,Older,Mid
5096,Women,Older,High
5097,Women,Older,Low
5098,Women,Young,Mid
5099,Women,Older,Mid
5100,Women,Young,Low
5101,Women,Older,Low
5102,Women,Older,High
5103,Men,Middle,Low
5104,Women,Young,Low
5105,Women,Young,Mid
5106,Women,Older,Low
5107,Women,Older,Mid
5108,Women,Young,Low
5109,Women,Older,Mid
5110,Women,Older,Low
5111,Women,Young,High
5112,Men,Middle,Low
5113,Women,Young,Mid
5114,Women,Young,Mid
5115,Men,Middle,Mid
5116,Women,Older,High
5117,Women,Middle,Low
5118,Women,Older,High
5119,Women,Young,Mid
5120,Women,Older,Low
5121,Men,Middle,Low
5122,Women,Older,Low
5123,Women,Middle,High
5124,Men,Middle,Mid
5125,Women,Older,Low
5126,Men,Middle,Low
5127,Women,Young,Low
5128,Women,Young,Low
5129,Women,Young,High
5130,Women,Older,Low
5131,Women,Young,High
5132,Men,Middle,Low
5133,Women,Young,Low
5134,Women,Young,Mid
5135,Women,Young,Low
5136,Women,Young,Mid
5137,Women,Older,Mid
5138,Women,Older,High
5139,Women,Young,Low
5140,Women,Young,High
5141,Women,Young,Mid
5142,Women,Middle,Low
5143,Men,Middle,Low
5144,Men,Middle,Mid
5145,Women,Older,Mid
5146,Women,Young,Low
5147,Women,Older,Low
5148,Women,Older,High
5149,Women,Middle,Low
5150,Women,Young,Mid
5151,Women,Young,High
5152,Women,Older,High
5153,Women,Young,Mid
5154,Women,Young,Low
5155,Women,Older,Mid
5156,Women,Older,Mid
5157,Women,Older,Mid
5158,Women,Young,Low
5159,Women,Older,Mid
5160,Women,Older,Low
5161,Men,Middle,Mid
5162,Women,Older,Mid
5163,Women,Young,Low
5164,Women,Young,High
5165,Women,Young,Low
5166,Men,Middle,Low
5167,Women,Young,Low
5168,Women,Middle,High
5169,Women,Older,High
5170,Women,Older,Low
5171,Women,Older,Mid
5172,Men,Middle,Mid
5173,Women,Middle,Low
5174,Men,Middle,Mid
5175,Women,Young,Low
5176,Women,Middle,Low
5177,Men,Middle,Mid
5178,Men,Middle,Low
5179,Women,Middle,Mid
5180,Women,Young,Low
5181,Women,Young,Low
5182,Women,Older,High
5183,Women,Older,Mid
5184,Women,Middle,Mid
5185,Men,Middle,Mid
5186,Women,Older,Mid
5187,Women,Middle,Low
5188,Women,Older,Mid
5189,Women,Older,Low
5190,Women,Young,Mid
5191,Women,Older,Low
5192,Women,Young,Low
5193,Women,Older,Low
5194,Women,Older,Low
5195,Women,Older,Mid
5196,Men,Middle,Mid
5197,Women,Older,Mid
5198,Women,Young,Low
5199,Women,Young,Low
5200,Men,Middle,Low
5201,Women,Older,High
5202,Women,Older,Low
5203,Men,Middle,Low
5204,Women,Young,Low
5205,Women,Older,Low
5206,Women,Middle,High
5207,Women,Middle,High
5208,Men,Middle,Low
5209,Women,Older,High
5210,Men,Middle,High
5211,Women,Older,Low
5212,Women,Middle,High
5213,Women,Older,High
5214,Women,Young,Low
5215,Women,Older,High
5216,Women,Older,Low
5217,Women,Middle,Low
5218,Men,Middle,Low
5219,Women,Older,High
5220,Men,Middle,Low
5221,Women,Older,High
5222,Women,Older,Low
5223,Women,Older,Low
5224,Men,Middle,Low
5225,Women,Middle,Mid
5226,Women,Middle,Mid
5227,Women,Young,Low
5228,Women,Young,Low
5229,Women,Older,Low
5230,Women,Older,Low
5231,Women,Older,High
5232,Women,Older,Mid
5233,Men,Middle,Low
5234,Women,Older,Mid
5235,Women,Older,High
5236,Women,Older,High
5237,Women,Middle,Mid
5238,Men,Middle,Low
5239,Women,Older,Low
5240,Women,Young,Low
5241,Women,Young,Mid
5242,Women,Young,Mid
5243,Women,Young,Low
5244,Women,Older,Low
5245,Women,Young,Mid
5246,Women,Young,Mid
5247,Women,Young,High
5248,Women,Middle,Low
5249,Men,Middle,Mid
5250,Women,Middle,Mid
5251,Women,Young,Mid
5252,Women,Older,High
5253,Women,Young,Mid
5254,Men,Middle,Low
5255,Women,Older,High
5256,Women,Older,Mid
5257,Women,Young,High
5258,Men,Middle,Low
5259,Women,Older,High
5260,Women,Middle,Low
5261,Men,Middle,Mid
5262,Women,Older,Mid
5263,Women,Older,Low
5264,Women,Young,High
5265,Women,Older,Mid
5266,Women,Young,Mid
5267,Men,Middle,Low
5268,Women,Young,Low
5269,Men,Middle,Mid
5270,Women,Middle,Mid
5271,Men,Middle,Mid
5272,Women,Young,Low
5273,Women,Young,Low
5274,Women,Older,Low
5275,Men,Middle,Low
5276,Women,Middle,High
5277,Men,Middle,Low
5278,Women,Older,High
5279,Women,Middle,High
5280,Women,Young,Low
5281,Men,Middle,Low
5282,Women,Young,Low
5283,Women,Older,Mid
5284,Women,Young,Low
5285,Women,Older,Mid
5286,Women,Young,Mid
5287,Women,Older,Low
5288,Women,Older,Mid
5289,Women,Young,Low
5290,Men,Middle,Low
5291,Women,Older,Low
5292,Women,Middle,Mid
5293,Women,Older,Mid
5294,Women,Older,Low
5295,Women,Young,High
5296,Women,Older,Low
5297,Men,Middle,Low
5298,Women,Older,Low
5299,Women,Young,Low
5300,Women,Young,Low
5301,Women,Young,High
5302,Men,Middle,High
5303,Women,Middle,Mid
5304,Women,Young,Low
5305,Women,Young,Low
5306,Women,Older,High
5307,Women,Young,Low
5308,Men,Middle,Low
5309,Women,Older,High
5310,Women,Middle,Low
5311,Women,Young,High
5312,Women,Young,Mid
5313,Women,Older,High
5314,Men,Middle,Low
5315,Men,Middle,Mid
5316,Women,Older,Mid
5317,Women,Older,Low
5318,Women,Older,Mid
5319,Women,Young,Low
5320,Women,Older,Mid
5321,Women,Young,Low
5322,Women,Young,Low
5323,Women,Older,High
5324,Women,Middle,Low
5325,Women,Young,Low
5326,Women,Older,High
5327,Women,Older,Mid
5328,Women,Older,Low
5329,Women,Older,High
5330,Women,Middle,Low
5331,Women,Young,High
5332,Women,Young,Low
5333,Women,Middle,Mid
5334,Women,Young,Low
5335,Men,Middle,High
5336,Women,Middle,High
5337,Women,Young,Mid
5338,Men,Middle,Low
5339,Women,Young,Mid
5340,Women,Young,Mid
5341,Women,Young,Mid
5342,Men,Middle,High
5343,Women,Young,High
5344,Women,Older,High
5345,Women,Older,High
5346,Women,Older,Mid
5347,Women,Older,Low
5348,Women,Young,Low
5349,Women,Older,High
5350,Women,Older,High
5351,Women,Older,Low
5352,Men,Middle,High
5353,Women,Young,Mid
5354,Women,Middle,High
5355,Women,Older,Mid
5356,Women,Older,Mid
5357,Women,Young,Mid
5358,Women,Older,Low
5359,Women,Young,Low
5360,Women,Older,High
5361,Women,Young,Low
5362,Men,Middle,Low
5363,Women,Older,High
5364,Women,Middle,Mid
5365,Women,Young,Mid
5366,Women,Young,Mid
5367,Women,Young,Mid
5368,Women,Young,Low
5369,Women,Older,Low
5370,Women,Older,Mid
5371,Women,Older,Mid
5372,Women,Older,High
5373,Women,Young,Low
5374,Women,Older,Low
5375,Women,Older,High
5376,Women,Older,Mid
5377,Men,Middle,Low
5378,Women,Older,Low
5379,Women,Young,Low
5380,Women,Young,Mid
5381,Women,Middle,Mid
5382,Men,Middle,Mid
5383,Women,Older,High
5384,Men,Middle,High
5385,Women,Older,Low
5386,Women,Middle,Low
5387,Women,Older,Mid
5388,Women,Middle,Low
5389,Women,Young,Low
5390,Women,Young,High
5391,Women,Young,Low
5392,Women,Young,Low
5393,Men,Middle,Low
5394,Women,Young,Low
5395,Women,Middle,Low
5396,Women,Middle,Mid
5397,Men,Middle,Low
5398,Women,Young,Low
5399,Women,Young,Low
5400,Women,Young,Low
5401,Women,Young,Low
5402,Women,Older,Mid
5403,Men,Middle,Low
5404,Women,Older,Mid
5405,Women,Young,Low
5406,Women,Middle,Low
5407,Women,Middle,Mid
5408,Women,Young,Low
5409,Women,Older,Mid
5410,Women,Middle,High
5411,Women,Older,Mid
5412,Women,Older,Mid
5413,Women,Young,Low
5414,Women,Older,Mid
5415,Women,Young,Low
5416,Women,Young,Mid
5417,Women,Older,Low
5418,Women,Young,Mid
5419,Women,Middle,Low
5420,Women,Young,Mid
5421,Women,Young,Mid
5422,Women,Young,Mid
5423,Men,Middle,Mid
5424,Women,Young,Low
5425,Women,Older,Low
5426,Women,Older,Mid
5427,Women,Young,Low
5428,Women,Young,Mid
5429,Women,Middle,Mid
5430,Men,Middle,Low
5431,Women,Older,Mid
5432,Men,Middle,Low
5433,Women,Young,Low
5434,Women,Older,Mid
5435,Women,Middle,Low
5436,Women,Older,High
5437,Women,Older,Low
5438,Women,Older,Low
5439,Women,Older,Low
5440,Women,Middle,High
5441,Men,Middle,Low
5442,Women,Middle,Mid
5443,Women,Older,Mid
5444,Women,Middle,Mid
5445,Women,Middle,Low
5446,Men,Middle,Mid
5447,Men,Middle,Mid
5448,Women,Young,Low
5449,Women,Older,Mid
5450,Women,Young,High
5451,Women,Young,Mid
5452,Women,Older,Low
5453,Women,Middle,Low
5454,Men,Middle,Mid
5455,Women,Middle,High
5456,Men,Middle,Mid
5457,Women,Young,Low
5458,Women,Young,Mid
5459,Men,Middle,Mid
5460,Women,Middle,Mid
5461,Women,Older,Mid
5462,Women,Young,Low
5463,Men,Middle,Low
5464,Men,Middle,Low
5465,Women,Older,Low
5466,Women,Older,Mid
5467,Men,Middle,High
5468,Women,Middle,Low
5469,Women,Young,Mid
5470,Women,Young,High
5471,Women,Middle,Low
5472,Women,Older,Mid
5473,Women,Young,Low
5474,Men,Middle,Mid
5475,Women,Older,High
5476,Women,Young,Mid
5477,Women,Older,Low
5478,Women,Middle,High
5479,Women,Young,Mid
5480,Women,Middle,Mid
5481,Men,Middle,Mid
5482,Women,Middle,Mid
5483,Women,Young,Low
5484,Women,Older,Mid
5485,Women,Young,Mid
5486,Men,Middle,High
5487,Women,Older,Low
5488,Women,Young,Mid
5489,Women,Young,High
5490,Women,Older,Mid
5491,Men,Middle,Low
5492,Women,Older,Mid
5493,Men,Middle,Low
5494,Women,Young,Mid
5495,Men,Middle,Low
5496,Women,Older,High
5497,Men,Middle,Mid
5498,Women,Middle,High
5499,Women,Young,Mid
5500,Women,Older,Mid
5501,Men,Middle,Low
5502,Women,Middle,Low
5503,Women,Middle,Mid
5504,Women,Older,Mid
5505,Women,Older,High
5506,Men,Middle,High
5507,Women,Young,Mid
5508,Women,Young,Low
5509,Women,Older,Low
5510,Women,Middle,Low
5511,Women,Older,High
5512,Men,Middle,Low
5513,Men,Middle,Low
5514,Women,Middle,Mid
5515,Women,Older,High
5516,Women,Older,Mid
5517,Women,Middle,Low
5518,Women,Older,Low
5519,Women,Older,Mid
5520,Women,Older,High
5521,Women,Older,Low
5522,Women,Older,Mid
5523,Men,Middle,Low
5524,Men,Middle,Mid
5525,Women,Older,Low
5526,Women,Older,Low
5527,Men,Middle,Low
5528,Women,Middle,Low
5529,Women,Middle,High
5530,Women,Older,High
5531,Men,Middle,High
5532,Women,Older,Mid
5533,Women,Older,Mid
5534,Women,Young,High
5535,Women,Young,Mid
5536,Women,Middle,Mid
5537,Women,Older,Low
5538,Women,Middle,Low
5539,Women,Older,Mid
5540,Women,Middle,Low
5541,Men,Middle,Low
5542,Women,Young,Mid
5543,Women,Middle,Low
5544,Women,Older,Mid
5545,Men,Middle,Low
5546,Women,Young,Mid
5547,Women,Older,Low
5548,Men,Middle,Low
5549,Women,Young,Low
5550,Women,Middle,High
5551,Women,Older,High
5552,Women,Young,Low
5553,Men,Middle,Low
5554,Women,Young,Low
5555,Women,Young,Mid
5556,Men,Middle,Mid
5557,Men,Middle,Mid
5558,Women,Older,Mid
5559,Women,Middle,Low
5560,Women,Middle,Low
5561,Men,Middle,High
5562,Women,Middle,Low
5563,Women,Young,Low
5564,Women,Young,Low
5565,Women,Older,Low
5566,Women,Older,Low
5567,Women,Young,Low
5568,Women,Young,Low
5569,Women,Older,Low
5570,Women,Young,Low
5571,Women,Young,High
5572,Women,Young,Low
5573,Women,Older,High
5574,Men,Middle,High
5575,Women,Middle,Mid
5576,Women,Young,Low
5577,Women,Older,Low
5578,Women,Middle,High
5579,Women,Young,Low
5580,Women,Young,Low
5581,Women,Middle,Low
5582,Women,Young,High
5583,Women,Older,High
5584,Women,Older,High
5585,Women,Older,High
5586,Women,Young,High
5587,Women,Older,Low
5588,Women,Older,Low
5589,Women,Older,Low
5590,Women,Older,Low
5591,Women,Older,Low
5592,Women,Older,High
5593,Men,Middle,Low
5594,Women,Older,Mid
5595,Women,Older,Low
5596,Women,Young,Low
5597,Women,Young,Low
5598,Women,Older,Low
5599,Men,Middle,Mid
5600,Men,Middle,Low
5601,Men,Middle,Mid
5602,Women,Older,Mid
5603,Women,Older,Mid
5604,Women,Young,High
5605,Women,Middle,Mid
5606,Women,Young,Low
5607,Women,Older,Mid
5608,Women,Older,High
5609,Women,Young,Mid
